"Jahr","Studie","Label","Wert","UKI","OKI","Fallzahl","var","Geschlecht","Bildung","Altersgruppe","Region","Fallzahl_gesamt","typ","stand","var_label","Indikator","Kennzahl","Standardisierung","Achsenbeschriftung","cut","Farbcode","Legende"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",23.28,19.44,27.63,283,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Sachsen-Anhalt",1151,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(21.5,23.3]","5","21.5-23.3"
2002,"GSTel03","Adipositas (BMI >= 30)",18.51,11.06,29.33,17,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Sachsen-Anhalt",105,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(18.1,21.8]","5","18.10-21.80"
2002,"GSTel03","Adipositas (BMI >= 30)",22.36,13.55,34.6,27,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Sachsen-Anhalt",117,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(18.9,22.4]","5","18.90-22.40"
2006,"GSTel06","Adipositas (BMI >= 30)",34.65,20.93,51.5,13,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Sachsen-Anhalt",49,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(30.1,34.6]","5","30.1-34.6"
2006,"GSTel06","Adipositas (BMI >= 30)",30.7,18.56,46.27,21,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Sachsen-Anhalt",76,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(27.8,34]","4","27.80-34.0"
2009,"GEDA09","Adipositas (BMI >= 30)",18.35,12.31,26.47,34,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Sachsen-Anhalt",197,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(16.2,19.3]","5","16.20-19.30"
2009,"GEDA09","Adipositas (BMI >= 30)",19.87,14.55,26.54,67,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Sachsen-Anhalt",311,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(17.3,21.1]","5","17.30-21.1"
2010,"GEDA10","Adipositas (BMI >= 30)",17.68,12.3,24.75,30,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Sachsen-Anhalt",190,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(16.5,18.2]","4","16.5-18.2"
2010,"GEDA10","Adipositas (BMI >= 30)",23.9,17.73,31.39,60,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Sachsen-Anhalt",296,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(20.9,23.9]","5","20.90-23.9"
2012,"GEDA12","Adipositas (BMI >= 30)",20.39,15.36,26.55,58,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Sachsen-Anhalt",298,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(19.4,22.2]","5","19.40-22.2"
2012,"GEDA12","Adipositas (BMI >= 30)",19.97,15.14,25.88,79,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Sachsen-Anhalt",327,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(17.1,20.5]","3","17.1-20.5"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",20.88,16.59,25.93,92,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Sachsen-Anhalt",416,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(20.8,23.4]","5","20.8-23.4"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",19.93,15.51,25.24,90,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Sachsen-Anhalt",507,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(19.9,22]","5","19.9-22.0"
2019,"GEDA2019","Adipositas (BMI >= 30)",23.22,15.53,33.22,61,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Sachsen-Anhalt",265,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(22.2,26.3]","5","22.20-26.30"
2019,"GEDA2019","Adipositas (BMI >= 30)",22.47,16.5,29.83,59,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Sachsen-Anhalt",271,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(20.5,25.2]","3","20.5-25.2"
2021,"GEDA2021","Adipositas (BMI >= 30)",24.56,11.32,45.38,13,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Sachsen-Anhalt",47,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(20.3,24.6]","5","20.30-24.60"
2021,"GEDA2021","Adipositas (BMI >= 30)",27.05,13.33,47.19,15,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Sachsen-Anhalt",47,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(21.7,29.6]","3","21.70-29.6"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",21.51,16.14,28.07,107,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Sachsen-Anhalt",479,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(20.9,23.3]","4","20.9-23.3"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",25.23,20.14,31.1,176,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Sachsen-Anhalt",672,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(22,25.4]","5","22.00-25.4"
2002,"GSTel03","Adipositas (BMI >= 30)",15.61,10.32,22.91,31,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Schleswig-Holstein",292,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(13.3,16.9]","3","13.30-16.90"
2006,"GSTel06","Adipositas (BMI >= 30)",20.32,14.9,27.08,40,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Schleswig-Holstein",201,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(16.6,20.9]","3","16.60-20.9"
2009,"GEDA09","Adipositas (BMI >= 30)",16.63,13.25,20.66,96,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Schleswig-Holstein",742,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(16.5,19.7]","5","16.50-19.70"
2010,"GEDA10","Adipositas (BMI >= 30)",14,11.03,17.6,102,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Schleswig-Holstein",816,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(13.4,15.2]","2","13.4-15.2"
2012,"GEDA12","Adipositas (BMI >= 30)",15.84,11.79,20.94,66,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Schleswig-Holstein",511,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(15.4,17.6]","2","15.4-17.6"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",20.13,17.15,23.49,179,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Schleswig-Holstein",968,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(18.7,20.5]","4","18.7-20.5"
2019,"GEDA2019","Adipositas (BMI >= 30)",19.63,15.38,24.72,114,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Schleswig-Holstein",729,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(18.4,20]","3","18.4-20.0"
2021,"GEDA2021","Adipositas (BMI >= 30)",12.9,6.94,22.72,16,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Schleswig-Holstein",109,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(11.7,15.7]","2","11.70-15.7"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",21.53,18.6,24.78,292,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Schleswig-Holstein",1492,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(20.1,22.1]","3","20.1-22.1"
2002,"GSTel03","Adipositas (BMI >= 30)",15.86,9.24,25.88,18,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",139,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(14.4,20.2]","3","14.40-20.20"
2002,"GSTel03","Adipositas (BMI >= 30)",15.35,8.06,27.28,13,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",153,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(11.3,15.4]","2","11.30-15.4"
2006,"GSTel06","Adipositas (BMI >= 30)",27.24,18.56,38.08,24,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",97,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(23.1,28.3]","4","23.10-28.3"
2006,"GSTel06","Adipositas (BMI >= 30)",13.23,8,21.08,16,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",104,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","[9.56,14.6]","1"," 9.56-14.6"
2009,"GEDA09","Adipositas (BMI >= 30)",17.1,12.33,23.23,46,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",307,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(16.7,19.7]","5","16.70-19.70"
2009,"GEDA09","Adipositas (BMI >= 30)",16.17,11.75,21.86,50,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",435,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(14,17.6]","4","14.00-17.60"
2010,"GEDA10","Adipositas (BMI >= 30)",14.94,10.8,20.31,52,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",362,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(13.3,15.2]","2","13.3-15.2"
2010,"GEDA10","Adipositas (BMI >= 30)",13.09,9.17,18.34,50,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",454,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(11.1,14.4]","2","11.10-14.4"
2012,"GEDA12","Adipositas (BMI >= 30)",16.83,11.06,24.77,33,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",248,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(16.4,18.8]","4","16.40-18.8"
2012,"GEDA12","Adipositas (BMI >= 30)",14.87,9.78,21.98,33,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",263,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","[11.8,14.9]","1","11.8-14.9"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",23.7,19.03,29.11,89,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",445,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(21.3,23.7]","5","21.3-23.7"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",16.75,13.26,20.93,90,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",523,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(16.6,18.9]","2","16.6-18.9"
2019,"GEDA2019","Adipositas (BMI >= 30)",20.69,14.25,29.06,53,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",330,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(19.8,24]","4","19.80-24.0"
2019,"GEDA2019","Adipositas (BMI >= 30)",18.63,13.54,25.07,61,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",399,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(17.6,20.1]","3","17.6-20.1"
2021,"GEDA2021","Adipositas (BMI >= 30)",16.16,7.03,32.97,10,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",49,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(12.3,16.6]","3","12.30-16.60"
2021,"GEDA2021","Adipositas (BMI >= 30)",10.28,4.03,23.85,6,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",60,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","[9.85,16.2]","1"," 9.85-16.2"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",24.16,19.73,29.22,163,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",722,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(24.1,26.6]","5","24.1-26.6"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",18.7,15.15,22.86,129,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",770,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(18.5,21.7]","3","18.5-21.7"
2002,"GSTel03","Adipositas (BMI >= 30)",12.58,8.36,18.49,31,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Schleswig-Holstein",288,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(10.9,14]","3","10.90-14.00"
2006,"GSTel06","Adipositas (BMI >= 30)",22.66,16.02,31.05,40,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Schleswig-Holstein",200,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(19.5,23.8]","3","19.5-23.8"
2009,"GEDA09","Adipositas (BMI >= 30)",15.41,12.06,19.48,96,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Schleswig-Holstein",742,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(12.7,16]","4","12.70-16.00"
2010,"GEDA10","Adipositas (BMI >= 30)",12.38,9.82,15.5,102,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Schleswig-Holstein",815,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","[12.2,14]","1","12.2-14.0"
2012,"GEDA12","Adipositas (BMI >= 30)",16.07,11.38,22.23,65,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Schleswig-Holstein",508,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(15.9,18.2]","3","15.9-18.2"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",20.1,16.6,24.11,179,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Schleswig-Holstein",968,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(18.7,20.6]","5","18.7-20.6"
2019,"GEDA2019","Adipositas (BMI >= 30)",16.82,12.73,21.88,114,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Schleswig-Holstein",727,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","[15.7,17.3]","1","15.7-17.3"
2021,"GEDA2021","Adipositas (BMI >= 30)",10.82,5.64,19.76,15,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Schleswig-Holstein",107,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","[6.13,12.2]","1"," 6.13-12.2"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",19.61,16.68,22.91,292,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Schleswig-Holstein",1487,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(18,19.8]","3","18.0-19.8"
2002,"GSTel03","Adipositas (BMI >= 30)",13.57,7.8,22.55,18,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",136,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(10.7,14.4]","3","10.70-14.40"
2002,"GSTel03","Adipositas (BMI >= 30)",11.29,6.14,19.83,13,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",152,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(8.56,12]","2"," 8.56-12.00"
2006,"GSTel06","Adipositas (BMI >= 30)",31.22,20.6,44.25,24,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",97,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(30.1,34.6]","5","30.1-34.6"
2006,"GSTel06","Adipositas (BMI >= 30)",14.23,8.18,23.6,16,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",103,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","[9.33,15.5]","1"," 9.33-15.5"
2009,"GEDA09","Adipositas (BMI >= 30)",17.57,12.52,24.11,46,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",307,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(16.2,19.3]","5","16.20-19.30"
2009,"GEDA09","Adipositas (BMI >= 30)",13.19,9.26,18.45,50,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",435,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(9.56,13.4]","3"," 9.56-13.4"
2010,"GEDA10","Adipositas (BMI >= 30)",14.6,10.62,19.74,52,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",361,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(13.3,14.9]","2","13.3-14.9"
2010,"GEDA10","Adipositas (BMI >= 30)",10.27,7.33,14.2,50,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",454,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","[8.67,11.7]","1"," 8.67-11.7"
2012,"GEDA12","Adipositas (BMI >= 30)",17.21,10.86,26.19,32,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",246,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(16.5,19.4]","4","16.50-19.4"
2012,"GEDA12","Adipositas (BMI >= 30)",14.92,8.78,24.23,33,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",262,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(13.8,17.1]","2","13.8-17.1"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",23.44,18.12,29.75,89,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",445,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(20.8,23.4]","5","20.8-23.4"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",16.37,12.44,21.26,90,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",523,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(15.8,17.9]","3","15.8-17.9"
2019,"GEDA2019","Adipositas (BMI >= 30)",19.35,12.81,28.14,53,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",329,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(18.1,22.2]","4","18.10-22.20"
2019,"GEDA2019","Adipositas (BMI >= 30)",14.37,10.22,19.83,61,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",398,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","[11.1,15.8]","1","11.1-15.8"
2021,"GEDA2021","Adipositas (BMI >= 30)",13.93,6.35,27.86,10,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",48,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(11.7,16]","3","11.70-16.00"
2021,"GEDA2021","Adipositas (BMI >= 30)",8.1,2.69,21.91,5,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",59,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","[5.99,13.9]","1"," 5.99-13.9"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",22.03,17.86,26.85,163,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",721,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(20.9,23.3]","4","20.9-23.3"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",16.87,13.07,21.5,129,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Schleswig-Holstein",766,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %","(15.4,18.7]","3","15.40-18.7"
2002,"GSTel03","Adipositas (BMI >= 30)",12.99,8.83,18.72,32,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Thüringen",230,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(9.59,13.3]","2"," 9.59-13.30"
2006,"GSTel06","Adipositas (BMI >= 30)",26.89,19.89,35.27,38,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Thüringen",140,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(25.1,29.3]","5","25.10-29.3"
2009,"GEDA09","Adipositas (BMI >= 30)",19.42,15.52,24.01,100,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Thüringen",564,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(16.5,19.7]","5","16.50-19.70"
2010,"GEDA10","Adipositas (BMI >= 30)",17.78,14.03,22.26,97,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Thüringen",576,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(17,18.8]","4","17.0-18.8"
2012,"GEDA12","Adipositas (BMI >= 30)",17.43,14.59,20.69,162,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Thüringen",901,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(15.4,17.6]","2","15.4-17.6"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",19.93,17.17,23.02,207,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Thüringen",1090,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(18.7,20.5]","4","18.7-20.5"
2019,"GEDA2019","Adipositas (BMI >= 30)",22.92,18.04,28.66,113,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Thüringen",500,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(21.7,23.3]","5","21.7-23.3"
2021,"GEDA2021","Adipositas (BMI >= 30)",17.81,9.72,30.38,18,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Thüringen",79,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(15.7,19.7]","3","15.70-19.7"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",19.26,15.86,23.2,222,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Thüringen",1144,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(18.2,20.1]","2","18.2-20.1"
2002,"GSTel03","Adipositas (BMI >= 30)",6.32,2.57,14.73,7,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Thüringen",96,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","[2.83,8.61]","1"," 2.83- 8.61"
2002,"GSTel03","Adipositas (BMI >= 30)",19.09,12.52,27.99,25,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Thüringen",134,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(15.4,19.6]","3","15.40-19.6"
2006,"GSTel06","Adipositas (BMI >= 30)",19.8,11.24,32.48,12,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Thüringen",64,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(17.8,23.1]","3","17.80-23.1"
2006,"GSTel06","Adipositas (BMI >= 30)",34.51,24.41,46.24,26,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Thüringen",76,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(29.5,34.5]","5","29.50-34.5"
2009,"GEDA09","Adipositas (BMI >= 30)",18.24,13.2,24.66,44,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Thüringen",245,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(16.7,19.7]","5","16.70-19.70"
2009,"GEDA09","Adipositas (BMI >= 30)",20.59,15.04,27.51,56,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Thüringen",319,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %","(17.6,21.3]","5","17.60-21.30"
