"Studien_jahr","Studie","Label","Wert","Wert_low","Wert_upp","n","var","sex","SDcasmin","agegr","bula","Fallzahl_gesamt","typ","stand","var_label","Indikator","Substrata"
2010,"GEDA10","Ja",0.7752,0.7625,0.7874,8521,"IAvszahn12","Gesamt","Mittlere Bildung","Gesamt","Deutschland",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.819,0.8064,0.831,4927,"IAvszahn12","Gesamt","Höhere Bildung","Gesamt","Deutschland",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.6838,0.6614,0.7055,3104,"IAvszahn12","Gesamt","Einfache Bildung","Gesamt","Deutschland",19247,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.7815,0.7691,0.7935,7441,"IAvszahn12","Gesamt","Mittlere Bildung","Gesamt","Deutschland",19247,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.8312,0.8175,0.844,4676,"IAvszahn12","Gesamt","Höhere Bildung","Gesamt","Deutschland",19247,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.753,0.7233,0.7805,721,"IAvszahn12","Gesamt","Gesamt","18-29 Jahre","Deutschland",5526,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.81,0.7898,0.8286,1555,"IAvszahn12","Gesamt","Gesamt","30-44 Jahre","Deutschland",5526,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.819,0.7998,0.8367,1526,"IAvszahn12","Gesamt","Gesamt","45-64 Jahre","Deutschland",5526,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7791,0.7441,0.8104,574,"IAvszahn12","Gesamt","Gesamt","65-79 Jahre","Deutschland",5526,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7491,0.617,0.847,46,"IAvszahn12","Gesamt","Gesamt",">=80 Jahre","Deutschland",5526,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.693,0.6744,0.7109,2677,"IAvszahn12","Gesamt","Gesamt","18-29 Jahre","Deutschland",21216,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7847,0.7702,0.7985,4855,"IAvszahn12","Gesamt","Gesamt","30-44 Jahre","Deutschland",21216,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7784,0.7647,0.7915,6058,"IAvszahn12","Gesamt","Gesamt","45-64 Jahre","Deutschland",21216,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.6986,0.6753,0.7208,2613,"IAvszahn12","Gesamt","Gesamt","65-79 Jahre","Deutschland",21216,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.5061,0.4524,0.5597,314,"IAvszahn12","Gesamt","Gesamt",">=80 Jahre","Deutschland",21216,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.6872,0.669,0.7048,2671,"IAvszahn12","Gesamt","Gesamt","18-29 Jahre","Deutschland",22006,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7927,0.7784,0.8063,4987,"IAvszahn12","Gesamt","Gesamt","30-44 Jahre","Deutschland",22006,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7861,0.773,0.7986,6543,"IAvszahn12","Gesamt","Gesamt","45-64 Jahre","Deutschland",22006,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7379,0.7157,0.7589,2801,"IAvszahn12","Gesamt","Gesamt","65-79 Jahre","Deutschland",22006,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.5,0.4426,0.5575,302,"IAvszahn12","Gesamt","Gesamt",">=80 Jahre","Deutschland",22006,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.6964,0.6735,0.7183,1850,"IAvszahn12","Gesamt","Gesamt","18-29 Jahre","Deutschland",19273,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.7859,0.7672,0.8035,3424,"IAvszahn12","Gesamt","Gesamt","30-44 Jahre","Deutschland",19273,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.7985,0.784,0.8122,5985,"IAvszahn12","Gesamt","Gesamt","45-64 Jahre","Deutschland",19273,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.7578,0.7365,0.7779,3442,"IAvszahn12","Gesamt","Gesamt","65-79 Jahre","Deutschland",19273,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.5926,0.544,0.6395,540,"IAvszahn12","Gesamt","Gesamt",">=80 Jahre","Deutschland",19273,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.8126,0.7368,0.8704,164,"IAvszahn12","Gesamt","Gesamt","Gesamt","Schleswig-Holstein",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7313,0.5845,0.8405,85,"IAvszahn12","Gesamt","Gesamt","Gesamt","Hamburg",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7966,0.7537,0.8337,437,"IAvszahn12","Gesamt","Gesamt","Gesamt","Niedersachsen",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7454,0.5504,0.875,31,"IAvszahn12","Gesamt","Gesamt","Gesamt","Bremen",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7552,0.7227,0.7851,1015,"IAvszahn12","Gesamt","Gesamt","Gesamt","Nordrhein-Westfalen",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7962,0.7428,0.841,324,"IAvszahn12","Gesamt","Gesamt","Gesamt","Hessen",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.77,0.7043,0.8247,220,"IAvszahn12","Gesamt","Gesamt","Gesamt","Rheinland-Pfalz",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7718,0.7223,0.8147,516,"IAvszahn12","Gesamt","Gesamt","Gesamt","Baden-Württemberg",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.8016,0.7633,0.835,681,"IAvszahn12","Gesamt","Gesamt","Gesamt","Bayern",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7974,0.6633,0.8871,50,"IAvszahn12","Gesamt","Gesamt","Gesamt","Saarland",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7761,0.7056,0.8336,218,"IAvszahn12","Gesamt","Gesamt","Gesamt","Berlin",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.8658,0.7899,0.9172,159,"IAvszahn12","Gesamt","Gesamt","Gesamt","Brandenburg",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.8171,0.717,0.8873,86,"IAvszahn12","Gesamt","Gesamt","Gesamt","Mecklenburg-Vorpommern",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.8974,0.8348,0.938,209,"IAvszahn12","Gesamt","Gesamt","Gesamt","Sachsen",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7455,0.6336,0.8323,100,"IAvszahn12","Gesamt","Gesamt","Gesamt","Sachsen-Anhalt",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.8747,0.8048,0.922,120,"IAvszahn12","Gesamt","Gesamt","Gesamt","Thüringen",5516,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7504,0.7025,0.7928,595,"IAvszahn12","Gesamt","Gesamt","Gesamt","Schleswig-Holstein",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7029,0.6403,0.7587,347,"IAvszahn12","Gesamt","Gesamt","Gesamt","Hamburg",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7447,0.7168,0.7708,1645,"IAvszahn12","Gesamt","Gesamt","Gesamt","Niedersachsen",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7227,0.608,0.8141,140,"IAvszahn12","Gesamt","Gesamt","Gesamt","Bremen",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.712,0.6925,0.7307,3765,"IAvszahn12","Gesamt","Gesamt","Gesamt","Nordrhein-Westfalen",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7409,0.7091,0.7704,1237,"IAvszahn12","Gesamt","Gesamt","Gesamt","Hessen",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.72,0.6812,0.7558,797,"IAvszahn12","Gesamt","Gesamt","Gesamt","Rheinland-Pfalz",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7648,0.7406,0.7874,1979,"IAvszahn12","Gesamt","Gesamt","Gesamt","Baden-Württemberg",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7537,0.7319,0.7744,2464,"IAvszahn12","Gesamt","Gesamt","Gesamt","Bayern",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7641,0.6927,0.8232,223,"IAvszahn12","Gesamt","Gesamt","Gesamt","Saarland",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7527,0.7137,0.7879,742,"IAvszahn12","Gesamt","Gesamt","Gesamt","Berlin",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.8182,0.7754,0.8544,568,"IAvszahn12","Gesamt","Gesamt","Gesamt","Brandenburg",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7653,0.6929,0.8249,301,"IAvszahn12","Gesamt","Gesamt","Gesamt","Mecklenburg-Vorpommern",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.8271,0.794,0.8558,795,"IAvszahn12","Gesamt","Gesamt","Gesamt","Sachsen",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7306,0.6731,0.7813,397,"IAvszahn12","Gesamt","Gesamt","Gesamt","Sachsen-Anhalt",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.8292,0.7812,0.8685,487,"IAvszahn12","Gesamt","Gesamt","Gesamt","Thüringen",21180,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7505,0.7065,0.7898,660,"IAvszahn12","Gesamt","Gesamt","Gesamt","Schleswig-Holstein",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7491,0.6876,0.802,423,"IAvszahn12","Gesamt","Gesamt","Gesamt","Hamburg",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7459,0.7185,0.7715,1680,"IAvszahn12","Gesamt","Gesamt","Gesamt","Niedersachsen",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7047,0.6014,0.7906,131,"IAvszahn12","Gesamt","Gesamt","Gesamt","Bremen",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7409,0.7223,0.7587,3754,"IAvszahn12","Gesamt","Gesamt","Gesamt","Nordrhein-Westfalen",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7393,0.7083,0.768,1375,"IAvszahn12","Gesamt","Gesamt","Gesamt","Hessen",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7649,0.73,0.7966,857,"IAvszahn12","Gesamt","Gesamt","Gesamt","Rheinland-Pfalz",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7598,0.7363,0.7818,2168,"IAvszahn12","Gesamt","Gesamt","Gesamt","Baden-Württemberg",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7672,0.7473,0.786,2830,"IAvszahn12","Gesamt","Gesamt","Gesamt","Bayern",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7042,0.609,0.7844,152,"IAvszahn12","Gesamt","Gesamt","Gesamt","Saarland",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7446,0.7035,0.7818,749,"IAvszahn12","Gesamt","Gesamt","Gesamt","Berlin",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7778,0.7296,0.8196,558,"IAvszahn12","Gesamt","Gesamt","Gesamt","Brandenburg",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7821,0.7243,0.8307,294,"IAvszahn12","Gesamt","Gesamt","Gesamt","Mecklenburg-Vorpommern",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.8257,0.7896,0.8567,763,"IAvszahn12","Gesamt","Gesamt","Gesamt","Sachsen",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.8059,0.7589,0.8457,404,"IAvszahn12","Gesamt","Gesamt","Gesamt","Sachsen-Anhalt",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.8382,0.7955,0.8734,485,"IAvszahn12","Gesamt","Gesamt","Gesamt","Thüringen",21979,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.7915,0.7313,0.8412,424,"IAvszahn12","Gesamt","Gesamt","Gesamt","Schleswig-Holstein",19247,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.6962,0.6031,0.7755,242,"IAvszahn12","Gesamt","Gesamt","Gesamt","Hamburg",19247,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.7712,0.7386,0.8008,1229,"IAvszahn12","Gesamt","Gesamt","Gesamt","Niedersachsen",19247,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.7427,0.6096,0.8422,108,"IAvszahn12","Gesamt","Gesamt","Gesamt","Bremen",19247,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.7424,0.716,0.7672,1956,"IAvszahn12","Gesamt","Gesamt","Gesamt","Nordrhein-Westfalen",19247,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.7479,0.7162,0.7771,1206,"IAvszahn12","Gesamt","Gesamt","Gesamt","Hessen",19247,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.7614,0.7187,0.7994,729,"IAvszahn12","Gesamt","Gesamt","Gesamt","Rheinland-Pfalz",19247,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.7739,0.7498,0.7964,2008,"IAvszahn12","Gesamt","Gesamt","Gesamt","Baden-Württemberg",19247,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.7602,0.7339,0.7846,2189,"IAvszahn12","Gesamt","Gesamt","Gesamt","Bayern",19247,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.7207,0.6521,0.7804,292,"IAvszahn12","Gesamt","Gesamt","Gesamt","Saarland",19247,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.7266,0.6813,0.7677,703,"IAvszahn12","Gesamt","Gesamt","Gesamt","Berlin",19247,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.8248,0.7938,0.8519,982,"IAvszahn12","Gesamt","Gesamt","Gesamt","Brandenburg",19247,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.8423,0.7867,0.8855,369,"IAvszahn12","Gesamt","Gesamt","Gesamt","Mecklenburg-Vorpommern",19247,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.8209,0.7953,0.8439,1479,"IAvszahn12","Gesamt","Gesamt","Gesamt","Sachsen",19247,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.8098,0.7642,0.8483,527,"IAvszahn12","Gesamt","Gesamt","Gesamt","Sachsen-Anhalt",19247,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.8221,0.785,0.854,778,"IAvszahn12","Gesamt","Gesamt","Gesamt","Thüringen",19247,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.6985,0.653,0.7403,331,"IAvszahn12","Männlich","Gesamt","18-29 Jahre","Deutschland",5526,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.753,0.7196,0.7837,603,"IAvszahn12","Männlich","Gesamt","30-44 Jahre","Deutschland",5526,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7736,0.7427,0.8018,640,"IAvszahn12","Männlich","Gesamt","45-64 Jahre","Deutschland",5526,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7613,0.7094,0.8065,256,"IAvszahn12","Männlich","Gesamt","65-79 Jahre","Deutschland",5526,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.8683,0.5963,0.9671,13,"IAvszahn12","Männlich","Gesamt",">=80 Jahre","Deutschland",5526,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.8075,0.7686,0.8412,390,"IAvszahn12","Weiblich","Gesamt","18-29 Jahre","Deutschland",5526,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.8667,0.8444,0.8862,952,"IAvszahn12","Weiblich","Gesamt","30-44 Jahre","Deutschland",5526,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.8641,0.8408,0.8845,886,"IAvszahn12","Weiblich","Gesamt","45-64 Jahre","Deutschland",5526,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.7968,0.748,0.8383,318,"IAvszahn12","Weiblich","Gesamt","65-79 Jahre","Deutschland",5526,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2006,"GSTel06","Ja",0.6276,0.4848,0.7512,33,"IAvszahn12","Weiblich","Gesamt",">=80 Jahre","Deutschland",5526,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.6462,0.6182,0.6733,1210,"IAvszahn12","Männlich","Gesamt","18-29 Jahre","Deutschland",21216,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7299,0.7066,0.7519,1803,"IAvszahn12","Männlich","Gesamt","30-44 Jahre","Deutschland",21216,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7216,0.6997,0.7425,2375,"IAvszahn12","Männlich","Gesamt","45-64 Jahre","Deutschland",21216,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.661,0.6254,0.6949,1074,"IAvszahn12","Männlich","Gesamt","65-79 Jahre","Deutschland",21216,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.5059,0.422,0.5894,109,"IAvszahn12","Männlich","Gesamt",">=80 Jahre","Deutschland",21216,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7397,0.7154,0.7627,1467,"IAvszahn12","Weiblich","Gesamt","18-29 Jahre","Deutschland",21216,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.8394,0.8219,0.8554,3052,"IAvszahn12","Weiblich","Gesamt","30-44 Jahre","Deutschland",21216,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.8351,0.8189,0.8501,3683,"IAvszahn12","Weiblich","Gesamt","45-64 Jahre","Deutschland",21216,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.7361,0.7062,0.764,1539,"IAvszahn12","Weiblich","Gesamt","65-79 Jahre","Deutschland",21216,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2009,"GEDA09","Ja",0.5064,0.4399,0.5727,205,"IAvszahn12","Weiblich","Gesamt",">=80 Jahre","Deutschland",21216,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.6242,0.5968,0.6509,1142,"IAvszahn12","Männlich","Gesamt","18-29 Jahre","Deutschland",22006,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7278,0.7042,0.7503,1907,"IAvszahn12","Männlich","Gesamt","30-44 Jahre","Deutschland",22006,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7375,0.7168,0.7573,2558,"IAvszahn12","Männlich","Gesamt","45-64 Jahre","Deutschland",22006,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7127,0.6787,0.7445,1253,"IAvszahn12","Männlich","Gesamt","65-79 Jahre","Deutschland",22006,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.5062,0.4143,0.5977,114,"IAvszahn12","Männlich","Gesamt",">=80 Jahre","Deutschland",22006,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7498,0.726,0.7721,1529,"IAvszahn12","Weiblich","Gesamt","18-29 Jahre","Deutschland",22006,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.8577,0.842,0.8719,3080,"IAvszahn12","Weiblich","Gesamt","30-44 Jahre","Deutschland",22006,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.8345,0.8184,0.8494,3985,"IAvszahn12","Weiblich","Gesamt","45-64 Jahre","Deutschland",22006,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.7632,0.7342,0.7898,1548,"IAvszahn12","Weiblich","Gesamt","65-79 Jahre","Deutschland",22006,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2010,"GEDA10","Ja",0.4939,0.4257,0.5623,188,"IAvszahn12","Weiblich","Gesamt",">=80 Jahre","Deutschland",22006,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
2012,"GEDA12","Ja",0.6509,0.6186,0.6818,943,"IAvszahn12","Männlich","Gesamt","18-29 Jahre","Deutschland",19273,"Kat",1,"Zahn-Vorsorgeuntersuchung i.d.l. 12 Mon.",NA,NA
